batsman,bowler,runs,balls,dismissals
SPD Smith,A Mishra,39,41,1
R Parag,SN Thakur,1,3,1
SE Marsh,D Salunkhe,14,11,0
TL Suman,SB Jakati,13,16,1
Azhar Mahmood,BW Hilfenhaus,5,4,0
JC Buttler,P Kumar,9,14,0
W Jaffer,JA Morkel,10,7,0
CH Gayle,IC Pandey,22,9,0
GJ Bailey,JJ Bumrah,17,11,1
DR Smith,M Morkel,5,2,0
AT Rayudu,HH Pandya,31,24,0
G Gambhir,KP Appanna,21,11,0
SK Raina,DP Vijaykumar,21,10,0
S Nadeem,Kuldeep Yadav,3,4,0
BB McCullum,A Mishra,26,22,0
S Badrinath,MS Gony,6,4,0
AD Russell,STR Binny,1,1,0
SK Raina,HH Pandya,32,21,2
AJ Finch,VR Aaron,19,11,0
DA Warner,CH Gayle,16,14,0
Shakib Al Hasan,BA Stokes,1,2,0
SR Watson,S Mavi,3,7,0
Yuvraj Singh,TM Dilshan,1,2,0
PA Patel,DL Vettori,12,8,0
DA Warner,J Behrendorff,8,6,0
SE Marsh,JJ van der Wath,35,13,0
SPD Smith,Sandeep Sharma,25,18,0
Y Nagar,SR Watson,1,3,0
LRPL Taylor,V Pratap Singh,6,5,0
PA Patel,SM Pollock,6,6,0
SE Marsh,MG Johnson,2,5,0
AT Rayudu,R Bhatia,20,17,1
MK Tiwary,KH Pandya,10,12,0
JP Duminy,M Ashwin,13,9,0
V Kohli,Anureet Singh,26,16,1
R Dhawan,Sandeep Sharma,2,3,0
S Aravind,RJ Harris,1,1,0
Mohammad Nabi,KH Pandya,2,3,0
MK Pandey,HH Pandya,30,20,2
Shakib Al Hasan,JP Duminy,7,7,0
KK Nair,NLTC Perera,3,11,0
CR Brathwaite,M Ashwin,13,4,0
MJ Lumb,MF Maharoof,0,2,1
Harbhajan Singh,DJ Bravo,46,33,4
JP Duminy,MA Starc,36,22,1
P Shaw,L Ferguson,31,17,1
RV Uthappa,B Kumar,74,71,1
SW Billings,R Bhatia,5,6,1
AM Nayar,D Kalyankrishna,13,7,0
Y Venugopal Rao,M Kartik,27,13,0
Sachin Baby,PJ Cummins,4,3,1
PP Chawla,Umar Gul,1,3,1
JH Kallis,SK Raina,6,5,0
S Badrinath,DJ Harris,3,3,0
RV Uthappa,D Wiese,1,1,0
MEK Hussey,KV Sharma,12,12,0
DJG Sammy,CJ Anderson,10,4,1
KH Pandya,I Sharma,15,6,0
DA Warner,PJ Sangwan,18,12,0
KA Pollard,DR Smith,11,5,0
SK Raina,M Markande,13,8,0
B Kumar,M Kartik,1,1,0
AB de Villiers,TA Boult,34,13,1
KD Karthik,R Ashwin,54,46,1
SS Tiwary,L Balaji,4,8,0
CL White,VRV Singh,5,6,0
BR Dunk,KV Sharma,10,5,0
SV Samson,UT Yadav,79,44,3
MK Pandey,A Joseph,3,7,0
G Gambhir,MM Patel,43,36,2
GC Smith,A Symonds,2,3,0
M Muralitharan,P Kumar,0,1,0
KC Sangakkara,DJ Hussey,31,26,0
MN Samuels,DL Vettori,10,7,0
M Kaif,LR Shukla,0,2,0
V Kohli,Mohammad Nabi,2,2,0
J Bairstow,R Tewatia,1,3,1
R McLaren,V Kohli,2,2,0
WP Saha,NLTC Perera,1,1,0
SL Malinga,SN Thakur,7,2,0
SPD Smith,R Sathish,3,4,0
Y Venugopal Rao,RJ Harris,20,12,0
M Vijay,MM Sharma,10,10,1
AB de Villiers,Z Khan,28,21,1
ST Jayasuriya,FH Edwards,1,5,0
RG Sharma,Z Khan,29,35,1
MEK Hussey,AB Agarkar,16,10,0
AP Tare,Azhar Mahmood,10,5,0
JD Ryder,AL Menaria,5,2,0
A Ashish Reddy,PV Tambe,3,4,0
DA Warner,CRD Fernando,9,5,1
AC Blizzard,Shakib Al Hasan,10,5,0
LR Shukla,A Singh,0,1,0
AT Rayudu,UT Yadav,66,49,0
Shoaib Akhtar,DJ Bravo,1,1,0
MJ Lumb,Bipul Sharma,10,4,0
AT Rayudu,VR Aaron,22,19,1
NV Ojha,MA Starc,9,7,0
KD Karthik,M Santner,9,7,0
DT Christian,Shakib Al Hasan,3,5,0
MG Johnson,GJ Maxwell,2,2,0
Kamran Akmal,SM Pollock,10,10,0
IK Pathan,SP Narine,22,19,2
TL Suman,MM Sharma,0,1,1
KA Pollard,MN Samuels,1,2,0
DPMD Jayawardene,M Muralitharan,25,17,2
RA Jadeja,AM Salvi,6,6,1
MA Khote,Joginder Sharma,3,3,0
F du Plessis,V Kohli,6,5,0
Joginder Sharma,PP Ojha,2,3,0
V Kohli,P Negi,45,34,0
R Sathish,SB Jakati,3,6,0
Q de Kock,PV Tambe,13,10,1
CH Gayle,MC Henriques,23,8,1
SS Iyer,M Markande,3,4,1
NV Ojha,Imran Tahir,2,6,1
RA Jadeja,GJ Maxwell,14,9,0
CH Gayle,RN ten Doeschate,9,4,0
K Goel,A Nehra,6,6,0
MK Tiwary,Swapnil Singh,2,2,0
JD Ryder,RR Bose,24,12,0
AM Rahane,DP Nannes,13,7,0
SC Ganguly,SW Tait,13,11,1
MN Samuels,Z Khan,5,4,0
JH Kallis,BW Hilfenhaus,4,9,1
AD Mathews,KK Cooper,9,6,0
MS Dhoni,LJ Wright,10,2,0
JC Buttler,JP Faulkner,5,4,0
HH Pandya,MP Stoinis,2,2,0
SPD Smith,TG Southee,17,10,0
Q de Kock,CH Gayle,8,11,0
Jaskaran Singh,I Sharma,3,2,0
AP Majumdar,A Chandila,0,3,1
V Kohli,SN Thakur,29,21,1
N Rana,Imran Tahir,8,9,1
MK Tiwary,CH Gayle,2,2,0
L Balaji,MA Starc,1,1,0
P Negi,AD Russell,7,3,0
E Lewis,L Plunkett,4,6,0
FY Fazal,M Muralitharan,2,5,1
J Yadav,SR Watson,2,4,0
RE Levi,KK Cooper,4,3,0
MK Tiwary,A Nel,5,3,0
B Kumar,A Mishra,0,1,1
DA Warner,Tejas Baroka,26,15,0
DPMD Jayawardene,RP Singh,70,39,0
DPMD Jayawardene,Iqbal Abdulla,36,28,1
G Gambhir,R Dhawan,16,11,0
SL Malinga,MM Patel,0,1,0
SR Tendulkar,RJ Harris,26,21,1
DJ Harris,RR Powar,13,7,0
SS Iyer,Washington Sundar,30,20,2
M Vijay,AD Russell,21,18,0
STR Binny,SP Narine,11,12,0
MS Bisla,WPUJC Vaas,0,3,0
J Botha,IK Pathan,2,2,0
Z Khan,SK Warne,2,6,1
KC Sangakkara,SL Malinga,19,22,2
SE Marsh,JEC Franklin,0,3,1
TM Dilshan,AS Raut,0,1,0
R Bhatia,RA Jadeja,18,15,1
RA Tripathi,TA Boult,1,2,0
SB Bangar,AB Agarkar,2,3,0
AM Nayar,Sohail Tanvir,0,2,1
EJG Morgan,SK Raina,3,9,1
IK Pathan,AG Murtaza,7,11,0
MS Dhoni,SL Malinga,89,62,2
AB de Villiers,Harmeet Singh,26,19,0
Harmeet Singh,SP Narine,4,3,1
DPMD Jayawardene,Harmeet Singh,9,8,0
PC Valthaty,KV Sharma,3,8,1
AD Russell,TA Boult,11,4,1
BB McCullum,TM Dilshan,10,9,0
JP Duminy,R Dhawan,13,14,0
C Ingram,P Negi,13,7,0
P Kumar,MR Marsh,1,1,0
RN ten Doeschate,Z Khan,3,3,0
KD Karthik,IC Pandey,20,14,1
CH Gayle,PD Collingwood,4,4,0
ML Hayden,SK Trivedi,5,6,0
HH Pandya,MJ Henry,13,3,0
AB McDonald,JA Morkel,1,1,0
AT Rayudu,P Awana,8,9,1
Azhar Mahmood,TP Sudhindra,14,5,0
K Goel,PJ Sangwan,3,5,0
SP Narine,S Kaul,3,4,1
DA Warner,R Tewatia,1,2,0
LRPL Taylor,Harmeet Singh (2),9,10,1
C Munro,Basil Thampi,11,5,0
R Vinay Kumar,SL Malinga,9,11,1
R Rampaul,JH Kallis,0,2,0
CA Pujara,A Nehra,11,7,0
KS Williamson,MG Johnson,0,1,1
RA Jadeja,J Syed Mohammad,1,1,0
DR Smith,DJ Muthuswami,12,10,0
S Anirudha,R Bhatia,11,10,0
JA Morkel,L Balaji,9,13,1
PP Chawla,AC Thomas,2,4,0
SR Watson,JO Holder,21,17,0
BCJ Cutting,K Rabada,1,2,1
Q de Kock,H Gurney,1,1,0
B Lee,RP Singh,4,6,0
DA Miller,A Ashish Reddy,12,6,0
YK Pathan,DJ Hooda,5,2,0
JP Duminy,A Mithun,19,12,0
SR Watson,Azhar Mahmood,25,11,0
P Kumar,CH Morris,2,4,0
V Kohli,MM Patel,20,25,1
DPMD Jayawardene,RA Jadeja,5,5,0
R Vinay Kumar,DL Vettori,0,1,1
MK Pandey,R Ashwin,58,52,2
SS Iyer,T Natarajan,5,4,0
DL Vettori,AB Dinda,3,3,0
VR Aaron,L Balaji,15,11,0
FY Fazal,M Kartik,3,3,0
A Hales,I Sodhi,6,6,0
A Kumble,SL Malinga,1,1,0
KC Sangakkara,S Randiv,7,4,0
R Bhatia,RR Raje,1,3,0
AM Nayar,JD Ryder,16,17,1
E Lewis,S Gopal,18,7,0
MS Dhoni,RR Raje,9,7,0
MC Henriques,A Zampa,3,5,1
P Kumar,DR Smith,2,4,0
V Shankar,MM Patel,12,8,0
VVS Laxman,AB Dinda,4,6,1
JA Morkel,JD Unadkat,10,5,0
Shakib Al Hasan,JD Unadkat,5,6,1
CL White,DE Bollinger,4,6,0
JH Kallis,AM Nayar,17,18,0
AM Nayar,Azhar Mahmood,8,7,0
R Bhatia,JA Morkel,1,4,1
J Botha,KK Cooper,1,2,1
CL White,S Sreesanth,5,9,1
G Gambhir,STR Binny,19,13,0
KA Pollard,DJ Bravo,125,77,3
MV Boucher,PP Ojha,6,4,0
R Bhatia,R Vinay Kumar,20,8,0
RA Jadeja,L Balaji,25,16,2
SA Yadav,Mustafizur Rahman,5,3,0
AS Raut,R Ashwin,3,2,0
MK Tiwary,YS Chahal,28,13,0
SR Watson,KH Pandya,31,31,2
N Pooran,RA Jadeja,11,6,1
CR Woakes,Mustafizur Rahman,7,3,0
P Kumar,GB Hogg,7,6,0
R Dravid,LA Carseldine,0,1,1
MEK Hussey,Sunny Gupta,8,5,0
AJ Finch,V Kohli,9,4,0
PA Patel,Mohammad Nabi,14,10,1
PA Patel,BB Sran,9,8,1
SN Khan,K Gowtham,10,4,0
AD Mascarenhas,JA Morkel,3,4,0
S Badrinath,A Singh,21,13,0
SK Trivedi,B Lee,0,1,1
BB McCullum,Harmeet Singh,1,1,0
KD Karthik,SB Jakati,26,16,2
AM Rahane,L Balaji,9,13,1
KD Karthik,P Kumar,24,18,1
SP Goswami,VS Malik,9,8,0
Mandeep Singh,Mustafizur Rahman,5,3,0
S Dhawan,KC Cariappa,18,11,0
MK Tiwary,WD Parnell,31,19,0
YK Pathan,LJ Wright,7,3,0
YK Pathan,R McLaren,20,9,0
AT Rayudu,Avesh Khan,33,16,0
V Kohli,VRV Singh,3,6,1
MK Tiwary,RV Gomez,1,7,0
KC Sangakkara,GB Hogg,5,4,0
V Sehwag,BAW Mendis,9,9,0
DA Miller,CJ McKay,3,4,0
GJ Maxwell,B Stanlake,14,4,0
BB McCullum,A Mithun,11,3,0
NV Ojha,M Vijay,3,3,0
SS Tiwary,KJ Abbott,2,4,0
DJ Hooda,AJ Tye,4,4,1
YK Pathan,J Syed Mohammad,8,4,0
Yuvraj Singh,A Nehra,2,8,0
Mandeep Singh,AD Mathews,5,5,0
AB de Villiers,PC Valthaty,14,10,0
ST Jayasuriya,B Lee,4,13,2
DR Smith,VR Aaron,20,13,1
NV Ojha,R Sharma,1,4,0
KD Karthik,UT Yadav,60,32,1
Harbhajan Singh,P Awana,4,4,1
KP Pietersen,YA Abdulla,0,2,1
G Gambhir,AS Rajpoot,3,8,0
UT Khawaja,Gurkeerat Singh,5,5,1
HH Gibbs,Yuvraj Singh,4,10,2
SA Yadav,IC Pandey,3,4,0
KL Rahul,K Khejroliya,7,4,0
MEK Hussey,Z Khan,31,34,4
KC Sangakkara,RG Sharma,32,19,1
N Rana,JD Unadkat,9,5,0
MK Tiwary,MP Stoinis,5,2,0
Pankaj Singh,RP Singh,1,1,0
STR Binny,M Kartik,23,10,0
AT Rayudu,TG Southee,32,15,0
JEC Franklin,A Singh,1,2,1
SW Billings,PP Chawla,30,15,0
Shakib Al Hasan,J Archer,0,1,1
NLTC Perera,R Vinay Kumar,10,4,0
A Mishra,DL Chahar,6,2,0
Q de Kock,Sandeep Sharma,7,9,0
CK Langeveldt,AB McDonald,0,1,1
G Gambhir,AB Agarkar,18,22,0
MS Dhoni,Mustafizur Rahman,7,6,0
P Shaw,HH Pandya,13,9,0
AM Nayar,FH Edwards,0,1,1
CH Gayle,RJ Harris,26,16,1
AS Yadav,DL Chahar,53,37,0
AR Patel,A Nehra,11,4,0
G Gambhir,SR Watson,60,65,3
NM Coulter-Nile,TS Mills,1,1,0
S Dhawan,SM Pollock,6,8,1
M Vijay,Ankit Sharma,21,20,1
Mandeep Singh,MG Johnson,10,9,0
Ankit Sharma,L Balaji,1,2,1
AD Nath,BB Sran,2,3,0
NV Ojha,DL Vettori,11,8,0
KA Pollard,DS Kulkarni,20,21,1
MS Dhoni,Z Khan,74,42,7
UT Yadav,SB Jakati,1,1,0
V Kohli,JO Holder,1,1,0
M Kartik,I Sharma,2,2,0
SC Ganguly,S Sreesanth,8,11,1
YK Pathan,B Kumar,50,43,3
MS Bisla,R Rampaul,0,2,1
JH Kallis,MR Marsh,13,10,1
KH Pandya,AS Rajpoot,15,12,1
RV Gomez,S Aravind,0,5,1
RA Jadeja,SR Watson,23,28,2
DR Smith,Sohail Tanvir,1,2,1
WP Saha,A Nehra,1,2,1
MS Dhoni,AB Dinda,41,24,2
NV Ojha,KK Cooper,2,4,0
HH Pandya,K Rabada,18,16,1
NLTC Perera,KK Cooper,13,9,0
R Bhatia,SM Pollock,1,1,0
P Kumar,PP Ojha,1,2,1
J Syed Mohammad,Harbhajan Singh,2,5,0
KL Rahul,RP Singh,8,8,0
SS Iyer,C de Grandhomme,34,13,0
HH Pandya,SN Thakur,21,8,0
P Dogra,SE Bond,0,4,0
CM Gautam,AR Patel,8,7,0
KD Karthik,Mustafizur Rahman,0,3,1
GH Vihari,S Nadeem,11,12,0
BB McCullum,V Kohli,1,2,1
GC Smith,VY Mahesh,0,1,0
R Bhatia,SL Malinga,12,12,1
DJ Hussey,Shakib Al Hasan,21,17,0
AT Rayudu,B Kumar,72,60,2
D Wiese,HH Pandya,12,4,0
V Kohli,MP Stoinis,13,8,0
AL Menaria,PP Chawla,27,20,2
LMP Simmons,PP Chawla,0,3,1
MS Dhoni,JD Unadkat,81,34,1
R Bhatia,R Sharma,11,5,0
KL Rahul,YS Chahal,47,27,1
GJ Maxwell,CH Morris,1,2,1
A Hales,J Archer,3,3,0
JR Hopes,Iqbal Abdulla,10,10,1
V Kohli,NM Coulter-Nile,10,7,1
RE van der Merwe,SL Malinga,7,4,0
CJ Anderson,JJ Bumrah,1,1,0
Mohammed Shami,JD Unadkat,2,4,1
Mohammad Ashraful,DP Nannes,0,3,0
DJ Hussey,JD Unadkat,5,4,0
R Rampaul,AB Dinda,0,1,1
F Behardien,SR Watson,2,3,0
MV Boucher,SM Pollock,16,10,0
B Akhil,M Morkel,2,4,1
P Kumar,R Vinay Kumar,0,1,0
SB Styris,Joginder Sharma,7,5,0
Yuvraj Singh,TG Southee,36,25,0
D Short,UT Yadav,1,2,0
AM Rahane,MP Stoinis,1,1,0
K Gowtham,A Mishra,1,2,1
MK Tiwary,A Mishra,47,33,0
SS Iyer,M Ali,18,20,0
DPMD Jayawardene,MA Khote,7,2,0
C de Grandhomme,DT Christian,7,4,0
PA Patel,GD McGrath,2,6,0
MK Tiwary,SK Trivedi,18,13,1
DL Vettori,RA Jadeja,7,4,0
WP Saha,JR Hopes,17,10,0
KC Sangakkara,JR Hopes,17,13,1
SK Trivedi,SL Malinga,0,3,0
KC Sangakkara,DW Steyn,5,3,1
BJ Rohrer,PP Chawla,6,7,1
DH Yagnik,JH Kallis,2,3,0
JA Morkel,RJ Harris,1,2,0
S Sohal,Yuvraj Singh,3,6,0
CJ McKay,UT Yadav,1,4,0
DJ Hooda,MR Marsh,0,3,0
JP Duminy,YA Abdulla,12,11,1
MG Johnson,TA Boult,9,3,0
SK Raina,SL Malinga,71,59,1
S Gill,KM Asif,15,5,0
Azhar Mahmood,MS Gony,9,6,0
C Ingram,KH Pandya,19,9,0
AT Rayudu,YK Pathan,17,9,0
R Ashwin,R Vinay Kumar,7,4,0
MM Patel,M Morkel,0,1,0
CJ Anderson,R Tewatia,5,6,0
AD Russell,SB Jakati,4,3,0
M Vijay,DJ Muthuswami,14,10,0
SK Raina,Imran Tahir,16,11,0
RA Jadeja,Yuvraj Singh,17,11,0
J Archer,DJ Bravo,10,5,0
AS Rajpoot,S Kaul,6,5,0
WP Saha,J Archer,6,4,0
BB McCullum,HV Patel,8,5,0
KC Sangakkara,Y Venugopal Rao,29,20,0
N Rana,R Parag,6,4,0
AJ Finch,S Badree,15,5,0
Vishnu Vinod,AR Patel,1,2,0
DJ Hooda,CH Morris,6,7,1
PR Shah,DP Nannes,1,6,1
R McLaren,A Mishra,3,5,1
JC Buttler,H Gurney,8,5,1
AS Yadav,VY Mahesh,0,1,1
KA Pollard,RE van der Merwe,10,4,0
Shakib Al Hasan,S Mavi,2,2,0
RV Uthappa,P Kumar,56,44,1
TL Suman,DL Vettori,2,3,0
JH Kallis,BA Bhatt,34,29,2
S Aravind,A Singh,13,5,0
PA Patel,BA Stokes,18,8,0
Bipul Sharma,NM Coulter-Nile,1,2,0
JA Morkel,RP Singh,28,18,1
DA Warner,SJ Srivastava,22,15,1
CA Lynn,MJ McClenaghan,49,32,1
JA Morkel,Iqbal Abdulla,2,6,0
C Munro,KH Pandya,0,2,1
N Rana,V Chakravarthy,0,5,1
ML Hayden,RA Jadeja,9,10,0
A Hales,Mohammed Siraj,7,3,0
AR Patel,KH Pandya,3,3,0
DB Das,A Singh,1,3,0
LRPL Taylor,CRD Fernando,3,4,1
Y Nagar,JD Unadkat,9,4,0
DR Smith,JDS Neesham,8,5,0
DA Miller,BW Hilfenhaus,0,4,0
M Manhas,R Vinay Kumar,14,13,0
AB de Villiers,Harbhajan Singh,103,76,3
KK Nair,Avesh Khan,15,13,0
SM Pollock,D Kalyankrishna,6,3,0
LMP Simmons,BE Hendricks,17,12,0
Karanveer Singh,UT Yadav,1,1,0
NV Ojha,P Kumar,34,29,0
SS Iyer,N Saini,20,18,1
BJ Hodge,DT Christian,2,2,0
GJ Bailey,IK Pathan,7,7,0
M Manhas,MS Gony,2,3,0
JR Hopes,Harbhajan Singh,1,5,0
SE Marsh,MN Samuels,11,9,0
AJ Finch,P Awana,8,6,0
SB Bangar,M Kartik,4,2,1
MK Tiwary,SK Raina,14,12,1
DA Miller,DT Christian,6,3,1
BJ Hodge,AD Mathews,4,6,0
M Muralitharan,Sohail Tanvir,0,3,1
M Ali,DL Chahar,9,7,0
JH Kallis,GD McGrath,10,13,0
HH Gibbs,DJ Bravo,13,11,0
SP Fleming,A Kumble,9,10,1
EJG Morgan,R Ashwin,8,7,1
GJ Maxwell,PV Tambe,12,14,0
JH Kallis,MM Patel,56,46,2
M Muralitharan,RP Singh,1,1,0
KS Williamson,L Plunkett,41,24,0
JA Morkel,Azhar Mahmood,12,7,2
CH Gayle,R Shukla,0,3,1
AT Rayudu,SN Thakur,2,3,0
IK Pathan,DJ Bravo,21,25,1
V Sehwag,S Sreesanth,18,19,1
SB Styris,A Mishra,5,6,0
JP Faulkner,MJ McClenaghan,6,5,1
MC Henriques,IK Pathan,2,3,0
CR Brathwaite,DJ Bravo,12,8,0
BJ Hodge,R Rampaul,16,7,0
SN Khan,DS Kulkarni,17,10,0
YK Pathan,J Behrendorff,0,3,0
AD Nath,H Viljoen,2,4,1
SE Marsh,R Vinay Kumar,23,26,1
S Dhawan,RP Singh,48,36,1
G Gambhir,FH Edwards,6,7,0
S Dhawan,Iqbal Abdulla,15,13,1
RG Sharma,Bipul Sharma,5,4,1
TM Dilshan,Anand Rajan,8,7,0
S Anirudha,B Kumar,0,2,1
SR Tendulkar,DL Vettori,18,16,0
R Sathish,KV Sharma,3,3,0
RG Sharma,CJ Jordan,16,10,0
AS Raut,PP Chawla,3,6,1
P Kumar,A Mishra,0,2,1
RG Sharma,R Sharma,11,19,1
S Badrinath,MG Johnson,0,5,2
RA Tripathi,N Rana,2,2,0
E Lewis,Imran Tahir,31,16,0
D Short,T Curran,7,4,0
DR Smith,I Sharma,44,38,1
AS Yadav,Mohammad Nabi,35,22,0
Y Venugopal Rao,Shakib Al Hasan,10,13,0
SE Marsh,AA Jhunjhunwala,15,11,0
S Hetmyer,K Ahmed,12,8,0
CA Lynn,DR Smith,23,6,0
KL Rahul,Sandeep Sharma,21,19,0
DJ Bravo,YA Abdulla,1,10,0
AB de Villiers,HH Pandya,88,39,0
K Paul,RA Jadeja,0,2,1
KL Rahul,L Ferguson,0,4,1
DR Smith,S Aravind,15,11,2
DPMD Jayawardene,MR Marsh,11,6,0
H Vihari,L Ferguson,1,1,0
PA Patel,MM Sharma,93,50,2
Y Venugopal Rao,AB Dinda,16,11,0
SR Watson,A Nehra,48,38,2
R Dravid,S Randiv,24,15,1
A Nehra,AD Mascarenhas,2,2,0
CH Gayle,JO Holder,19,5,0
P Shaw,SL Malinga,1,1,0
YK Pathan,Ankit Sharma,11,10,1
CH Gayle,JJ Bumrah,30,40,0
AS Raut,DS Kulkarni,1,2,0
AJ Finch,Rashid Khan,16,9,2
Harbhajan Singh,PP Ojha,2,3,0
LJ Wright,S Kaul,1,2,1
KD Karthik,B Stanlake,1,2,0
SK Raina,H Gurney,15,9,0
M Ur Rahman,S Kaul,2,2,0
AB de Villiers,KW Richardson,14,6,1
AJ Finch,UT Yadav,34,20,2
M Rawat,A Nehra,0,3,1
I Sharma,S Kaul,0,2,1
SC Ganguly,VY Mahesh,7,4,1
OA Shah,V Pratap Singh,9,6,0
DA Miller,Mohammad Nabi,5,8,0
JP Faulkner,Kuldeep Yadav,3,1,0
A Mithun,M Morkel,0,2,1
KC Sangakkara,WD Parnell,14,10,0
RE van der Merwe,Jaskaran Singh,0,1,0
MS Bisla,BW Hilfenhaus,8,8,0
KP Pietersen,JJ Bumrah,14,9,0
DR Smith,Karanveer Singh,26,12,0
TL Suman,P Kumar,27,17,0
JP Duminy,A Ashish Reddy,2,2,0
EJG Morgan,NM Coulter-Nile,9,8,1
DJ Bravo,D du Preez,5,6,0
R Vinay Kumar,M Ashwin,1,2,0
P Shaw,Mohammed Shami,8,8,0
MP Stoinis,S Lamichhane,16,8,0
AL Menaria,IK Pathan,6,5,1
MEK Hussey,RE van der Merwe,6,5,0
S Gill,KH Pandya,6,8,0
R Ashwin,P Kumar,3,5,0
PJ Sangwan,ST Jayasuriya,2,6,0
S Sohal,DJ Bravo,13,4,0
RV Uthappa,AD Mascarenhas,11,14,2
JC Buttler,AB Dinda,9,3,0
R Rampaul,MG Johnson,0,1,0
KL Rahul,JP Faulkner,2,3,0
AJ Finch,JH Kallis,16,11,2
JH Kallis,WPUJC Vaas,18,12,0
K Goel,R Vinay Kumar,2,3,0
HH Gibbs,DS Kulkarni,11,7,1
KM Jadhav,A Kumble,6,7,0
RA Jadeja,DJ Bravo,10,6,0
FY Fazal,I Sharma,8,9,0
M Morkel,L Balaji,5,4,0
UT Yadav,D Willey,1,4,0
CL White,SB Bangar,1,1,0
JH Kallis,JP Faulkner,2,7,0
DJ Hooda,TG Southee,1,1,0
S Gill,MP Stoinis,1,1,0
Ishan Kishan,CR Woakes,1,2,0
SA Yadav,M Kartik,0,1,0
Q de Kock,R Vinay Kumar,20,7,0
F du Plessis,Mohammed Shami,33,17,1
GH Vihari,RP Singh,4,3,0
RV Uthappa,DR Smith,4,7,1
T Taibu,DP Vijaykumar,5,3,0
JA Morkel,KA Pollard,6,11,1
ML Hayden,PP Chawla,24,10,0
RE van der Merwe,DJ Bravo,1,2,0
DA Miller,NLTC Perera,7,4,0
IK Pathan,P Kumar,23,16,1
GH Vihari,Iqbal Abdulla,4,7,1
MK Tiwary,AF Milne,22,13,0
A Mishra,KV Sharma,5,9,0
MM Patel,A Kumble,0,4,1
STR Binny,PC Valthaty,4,4,0
AS Yadav,Basil Thampi,2,6,1
Q de Kock,R Parag,5,4,0
SR Watson,RV Gomez,5,2,0
CR Brathwaite,AD Russell,6,3,2
RA Jadeja,P Krishna,7,5,0
G Gambhir,BCJ Cutting,9,10,1
AJ Finch,R Bhatia,29,14,1
SR Watson,SE Bond,10,7,0
MD Mishra,JA Morkel,9,11,1
Yuvraj Singh,B Lee,11,10,0
NLTC Perera,JH Kallis,1,2,1
KS Williamson,Washington Sundar,10,9,0
KA Pollard,JD Unadkat,46,25,2
JH Kallis,FH Edwards,10,6,0
AT Rayudu,KW Richardson,7,6,0
DJ Bravo,CH Morris,19,14,0
AT Rayudu,BE Hendricks,7,5,0
OA Shah,SL Malinga,19,15,1
DS Lehmann,PP Chawla,5,2,0
KM Jadhav,CR Woakes,5,4,1
V Sehwag,Sandeep Sharma,9,7,0
AA Jhunjhunwala,UT Yadav,4,4,0
T Curran,MJ McClenaghan,1,1,0
LMP Simmons,Anureet Singh,11,12,1
DA Miller,S Ladda,6,4,1
CH Morris,UT Yadav,2,5,1
MS Dhoni,J Behrendorff,3,4,0
RV Uthappa,DW Steyn,57,48,0
DJ Bravo,R Sharma,13,11,1
WP Saha,S Gopal,1,3,0
AJ Finch,Shivam Sharma,2,7,1
J Bairstow,AR Patel,18,16,0
Yuvraj Singh,GJ Maxwell,15,14,1
MS Gony,R McLaren,0,1,1
MA Agarwal,STR Binny,6,3,1
MK Pandey,A Ashish Reddy,2,2,0
V Kohli,M Ashwin,20,20,0
MP Stoinis,Mohammed Siraj,1,1,0
MF Maharoof,BAW Mendis,2,2,0
AC Gilchrist,JD Ryder,14,6,0
CH Gayle,R Bhatia,64,32,2
A Hales,BA Stokes,11,8,0
R Vinay Kumar,R McLaren,7,7,0
N Rana,DS Kulkarni,13,4,0
KC Sangakkara,A Mishra,5,7,0
AM Rahane,MR Marsh,6,3,0
P Negi,DT Christian,3,5,0
Gurkeerat Singh,TG Southee,5,3,0
CL White,M Muralitharan,18,18,0
MEK Hussey,S Sreesanth,21,18,0
NV Ojha,R Ashwin,15,19,1
CJ Ferguson,BA Bhatt,1,2,0
MN Samuels,A Ashish Reddy,2,3,1
M Vijay,R McLaren,9,11,0
JP Faulkner,CJ Anderson,0,1,1
V Kohli,A Nehra,60,54,6
AM Rahane,SB Bangar,0,3,1
AT Rayudu,WD Parnell,14,13,0
YK Pathan,Umar Gul,33,14,1
AC Voges,SE Bond,3,3,0
LMP Simmons,SR Watson,12,7,0
JH Kallis,RW Price,10,7,0
STR Binny,I Sharma,17,14,0
KK Cooper,KV Sharma,2,2,0
SC Ganguly,YA Abdulla,6,3,0
M Vijay,SK Trivedi,29,15,1
JH Kallis,RJ Harris,36,41,0
JO Holder,CH Morris,0,1,0
J Bairstow,K Paul,3,6,1
DT Christian,NLTC Perera,1,2,1
V Sehwag,KW Richardson,3,9,0
Yuvraj Singh,SP Narine,35,48,1
R Sharma,MM Patel,0,2,1
MC Henriques,P Negi,6,4,1
C Munro,RA Jadeja,3,5,1
F du Plessis,AD Russell,24,13,0
RA Jadeja,YK Pathan,22,19,0
BB McCullum,SM Pollock,1,2,1
JD Unadkat,AF Milne,2,5,0
M Vohra,NLTC Perera,14,5,0
E Lewis,AD Russell,2,3,2
MD Mishra,AG Murtaza,4,3,1
P R Barman,B Kumar,6,4,0
AM Rahane,Anureet Singh,11,11,1
SM Pollock,M Muralitharan,2,3,0
SB Styris,P Kumar,6,5,0
M Vijay,BB Sran,10,7,0
